"Subproject","Deployment Name","Treatment","Deploy ID","Actual Lon","Actual Lat","Deployment.Date","Deployment.Time","Retrieval.Date","Retrieval.Time","TrapNights"
"Surry County","Surry_A_8","Surry County:Open","d34908",-80.86103,36.349,"2017-09-29","13:28:29","2017-10-16","08:41:06",17
"Surry County","Surry_A_9","Surry County:On Trail","d34909",-80.85789,36.351,"2017-10-16","15:08:04","2017-10-31","11:11:34",15
"Swain County","Meadows_I_Swain1","","d22873",-83.30192,35.5124,"2017-03-26","13:00:42","2017-04-16","11:34:51",21
"Swain County","Meadows_I_Swain2","","d23103",-83.29982,35.52063,"2017-04-25","11:20:58","2017-05-08","18:09:04",13
"Swain County","Stamey_T_Swain1","","d23059",-83.60083,35.36759,"2017-04-12","09:26:16","2017-05-06","09:19:04",24
"Transylvania County","Cameron_A_Transylvania10","","d23064",-82.61327,35.21101,"2017-04-14","08:06:22","2017-05-07","08:16:23",23
"Transylvania County","Cameron_A_Transylvania11","","d23266",-82.6417,35.17176,"2017-06-17","07:36:22","2017-06-30","08:43:38",13
"Transylvania County","Cameron_A_Transylvania13","","d26338",-82.60732,35.18816,"2017-05-22","20:04:34","2017-06-10","07:45:04",19
"Transylvania County","Cameron_A_Transylvania15","","d27720",-82.6464,35.18057,"2017-07-21","09:42:03","2017-08-10","08:24:45",20
"Transylvania County","Cameron_A_Transylvania16","","d27776",-82.60877,35.20173,"2017-07-28","10:22:51","2017-08-18","08:16:04",21
"Transylvania County","Cameron_A_Transylvania17","","d31735",-82.60702,35.19173,"2017-08-10","08:40:13","2017-08-31","10:50:10",21
"Transylvania County","Cameron_A_Transylvania18","","d31736",-82.59868,35.19307,"2017-08-18","09:50:33","2017-09-08","09:49:59",21
"Transylvania County","Cameron_A_Transylvania19","","d31752",-82.60505,35.17291,"2017-08-26","09:47:55","2017-09-15","09:00:24",20
"Transylvania County","Cameron_A_Transylvania20","Transylvania County:Large Forest","d31857",-82.61847,35.17834,"2017-09-01","09:02:03","2017-09-22","08:37:43",21
"Transylvania County","Cameron_A_Transylvania21","Transylvania County:Large Forest","d32923",-82.60256,35.18584,"2017-09-22","09:55:56","2017-10-13","07:50:54",21
"Transylvania County","Cameron_A_Transylvania22","Transylvania County:Large Forest","d32920",-82.61982,35.19726,"2017-09-29","08:16:19","2017-10-20","07:59:07",21
"Transylvania County","Cameron_A_Transylvania4","","d21956",-82.60697,35.17199,"2016-12-16","09:21:27","2017-01-06","08:43:29",21
"Transylvania County","Cameron_A_Transylvania5","","d22012",-82.61272,35.16805,"2017-01-09","13:14:16","2017-01-19","11:33:14",10
"Transylvania County","Cameron_A_Transylvania7","","d22155",-82.61391,35.17897,"2017-01-19","11:17:24","2017-02-10","09:35:03",22
"Transylvania County","Long_C_Transylvania1","","d22554",-82.77264,35.352,"2017-03-01","12:05:50","2017-03-22","09:58:39",21
"Transylvania County","Long_C_Transylvania2","","d22774",-82.7711,35.34912,"2017-03-24","15:24:26","2017-04-14","14:45:48",21
"Transylvania County","Long_C_Transylvania3","","d23335",-82.7679,35.36116,"2017-04-15","16:05:00","2017-05-06","15:44:31",21
"Transylvania County","Long_C_Transylvania4","","d23647",-82.78103,35.3453,"2017-05-23","13:11:10","2017-06-07","14:35:17",15
"Transylvania County","Long_C_Transylvania6","","d27575",-82.78193,35.34513,"2017-06-30","10:14:11","2017-07-20","15:36:09",20
"Union County","Campbell_K_Union1","","d22515",-80.63038,35.02485,"2017-03-01","11:59:44","2017-03-22","08:51:05",21
"Union County","Hill_D_Union1","","d22541",-80.41889,35.08417,"2017-03-03","08:07:16","2017-03-22","15:36:18",19
"Union County","Mallory_C_Union1_REAL","","d26313",-80.75478,34.85217,"2017-06-08","14:42:19","2017-06-24","11:06:56",16
"Union County","Myles_B_Union1","","d22543",-80.76196,34.91332,"2017-03-05","10:27:19","2017-03-26","07:42:20",21
"Union County","Myles_B_Union2","","d22883",-80.76618,34.91278,"2017-03-26","08:09:37","2017-04-16","13:07:58",21
"Union County","Myles_B_Union3","","d23093",-80.76275,34.90917,"2017-04-16","16:10:58","2017-05-07","08:10:03",21
"Union County","Neulicht_L_Union1","","d22542",-80.51315,34.82957,"2017-03-03","15:05:00","2017-03-24","14:45:02",21
"Union County","Neulicht_L_Union2","","d23134",-80.51549,34.82932,"2017-03-26","09:58:18","2017-04-16","07:50:48",21
"Union County","Neulicht_L_Union3","","d23209",-80.51361,34.83064,"2017-04-19","09:17:08","2017-05-10","15:52:28",21
"Union County","Neulicht_L_Union5","","d26261",-80.51849,34.83033,"2017-06-09","13:35:56","2017-06-30","14:07:10",21
"Union County","Neulicht_L_Union6","","d26448",-80.52021,34.83049,"2017-07-05","11:21:11","2017-07-26","11:57:30",21
"Union County","Owens_C_Union1","","d23048",-80.75242,34.9536,"2017-04-13","10:59:38","2017-05-02","13:22:08",19
"Wake County","Buynitzky_F_Wake1","","d27781",-78.65444,35.91861,"2017-07-16","09:20:27","2017-08-07","07:24:36",22
"Wake County","Cooley_C_Wake1","Wake County:Large Forest","d33956",-78.67178,35.99944,"2017-10-29","18:28:52","2017-11-19","11:37:27",21
"Wake County","DeBussey_C_Wake1_new","","d22849",-78.59995,35.92771,"2016-12-22","13:52:11","2017-02-07","16:00:18",47
"Wake County","Dewey_K_Wake1","","d22493",-78.4946,35.9812,"2017-03-02","10:49:48","2017-03-23","08:28:36",21
"Wake County","Dewey_K_Wake2","","d22956",-78.4846,35.9766,"2017-04-06","13:58:47","2017-04-26","12:29:13",20
"Wake County","Hahn_E_Wake1","","d22740",-78.66798,35.74784,"2017-03-05","22:35:42","2017-03-26","01:10:58",21
"Wake County","Harris_G_Wake1","","d22100",-78.9302,35.72384,"2017-01-14","11:37:29","2017-02-04","12:58:59",21
"Wake County","Hildebrand_N_Wake2","","d23556",-78.51114,35.72688,"2017-05-16","15:49:14","2017-06-05","11:26:32",20
"Wake County","Kingsley_M_Wake1","","d22910",-78.70667,35.90279,"2017-04-19","11:06:23","2017-05-10","11:08:32",21
"Wake County","Kiser_J_Wake1","","d22548",-78.58361,35.89064,"2017-03-10","12:17:03","2017-03-27","07:28:59",17
"Wake County","Kiser_J_Wake2","","d22879",-78.53775,35.88706,"2017-03-31","13:51:53","2017-04-17","13:15:00",17
"Wake County","Kline_R_Wake2","","d22591",-78.53218,35.96877,"2017-05-02","07:42:33","2017-05-11","19:49:11",9
"Wake County","Kulz_K_Wake1","","d23270",-78.77943,35.82436,"2017-04-09","14:35:43","2017-05-01","13:55:07",22
"Wake County","Lindsey_D_Wake1","","d26253",-78.53379,35.88987,"2017-05-28","10:54:09","2017-06-18","20:04:56",21
"Wake County","Mason_C_Wake1","","d21629",-78.66991,35.88927,"2016-11-24","04:06:15","2016-12-26","12:16:39",32
"Wake County","Miller_J_Wake1","","d22494",-78.48783,35.92836,"2017-03-08","22:12:19","2017-03-26","05:20:07",18
"Wake County","Parker_K_Wake1","","d33743",-78.57638,35.94138,"2017-10-18","10:09:32","2017-11-01","13:46:28",14
"Wake County","Parker_K_Wake2","Wake County:Small Forest","d35284",-78.57806,35.94119,"2017-11-01","14:45:55","2017-11-15","10:37:56",14
"Wake County","Pate_B_Wake1","","d23053",-78.87688,35.8908,"2017-05-24","08:59:08","2017-06-12","06:08:57",19
"Wake County","Peckham_B_Wake1","","d22495",-78.55812,35.98539,"2017-03-01","16:29:55","2017-03-22","15:28:07",21
"Wake County","Puryear_D_Wake1","","d22549",-78.4,35.52,"2017-03-07","17:05:05","2017-04-04","15:56:16",28
"Wake County","Sacco_L_Wake1","Wake County:Yard","d31751",-78.85616,35.77035,"2017-07-22","08:43:31","2017-08-17","18:28:54",26
"Wake County","Schenck_Forest_10","","d25686",-78.72284,35.81643,"2017-06-09","17:17:55","2017-06-30","13:35:30",21
"Wake County","Schenck_Forest_4","","d23194",-78.72839,35.82083,"2017-05-12","19:08:31","2017-06-02","18:53:41",21
"Wake County","Schenck_Forest_8","","d26269",-78.72153,35.8188,"2017-06-30","15:18:21","2017-07-23","12:27:02",23
"Wake County","Schenck_Forest_9","","d23401",-78.72099,35.81762,"2017-05-19","10:35:25","2017-06-09","16:58:58",21
"Wake County","Scott_S_Wake1","","d22056",-78.68876,35.89695,"2017-01-13","10:14:21","2017-02-03","10:57:19",21
"Wake County","Scott_S_Wake2","","d23388",-78.68799,35.89753,"2017-05-10","10:34:46","2017-05-31","12:09:33",21
"Wake County","Scott_S_Wake3","Wake County:Small Forest","d31750",-78.69102,35.89633,"2017-08-25","15:43:54","2017-09-15","12:51:40",21
"Wake County","Shaltanis_J_Wake1","Wake County:Large Forest","d27780",-78.90046,35.72314,"2017-07-30","13:21:44","2017-08-20","14:41:24",21
"Wake County","Sillings_C_Wake1","Wake County:Large Forest","d33092",-78.4463,35.8721,"2017-09-13","19:21:56","2017-10-02","06:34:35",19
"Wake County","Spears_M_Wake1","","d21878",-78.69639,35.96278,"2016-12-03","12:44:04","2016-12-22","23:01:30",19
"Wake County","Stegner_M_Wake1","","d23054",-78.6593,35.8669,"2017-04-14","10:45:22","2017-05-07","10:46:52",23
"Wake County","Tayao_J_Wake1","","d22268",-78.74271,35.6796,"2017-04-22","11:04:43","2017-05-13","10:14:49",21
"Wake County","Tschopp_M_Wake1","Wake County:Large Forest","d33093",-78.57621,35.91125,"2017-09-20","10:03:34","2017-10-07","13:53:15",17
"Wake County","Tucker_K_Wake1","","d22373",-78.65264,35.57782,"2017-05-14","18:38:04","2017-06-04","13:07:21",21
"Wake County","Versteegen_D_Wake1","","d22101",-78.4679,35.90651,"2016-11-27","11:54:59","2017-01-14","21:00:04",48
"Wake County","Vinson_J_Wake_1","Wake County:Yard","d33031",-78.60514,35.7968,"2017-09-07","13:40:10","2017-10-05","13:04:21",28
"Wake County","Wall_K_Wake1","","d22878",-78.76362,35.61915,"2017-03-05","15:48:32","2017-03-26","09:52:44",21
"Wake County","WilliamBUmsteadSP_Forest_30","","d23330",-78.7633,35.86545,"2017-05-15","12:37:20","2017-06-05","11:06:19",21
"Wake County","WilliamBUmsteadSP_Forest_48","","d26098",-78.76784,35.87899,"2017-06-14","17:37:35","2017-07-06","10:48:12",22
"Wake County","Woloszyn_E_Wake1","","d22911",-78.54265,36.00476,"2017-03-29","18:53:11","2017-04-13","21:18:10",15
"Warren County","EmbroGL_Open_5","","d22653",-78.11747,36.39096,"2017-03-23","13:58:25","2017-04-13","07:56:17",21
"Warren County","EmbroGL_Trail_11","","d27702",-78.12292,36.40792,"2017-06-30","08:37:44","2017-07-21","07:03:21",21
"Warren County","EmbroGL_Trail_12","","d23562",-78.11465,36.39323,"2017-05-17","08:37:57","2017-06-08","08:57:11",22
"Warren County","EmbroGL_Trail_14","","d23065",-78.12376,36.38967,"2017-04-16","14:53:34","2017-05-07","12:45:27",21
"Warren County","EmbroGL_Trail_9","","d26076",-78.1177,36.3987,"2017-06-08","20:42:09","2017-06-29","08:36:58",21
"Warren County","ShoccoGL _Open _9","","d26304",-78.15927,36.25146,"2017-06-11","19:22:12","2017-07-02","12:04:36",21
"Warren County","ShoccoGL_Forest_19","","d26089",-78.1909,36.2734,"2017-07-25","11:39:40","2017-07-25","11:39:59",0
"Warren County","ShoccoGL_Forest_24","","d22997",-78.16848,36.25484,"2017-05-21","17:19:03","2017-06-11","18:57:17",21
"Warren County","Weingarten_G_Warren1","","d22713",-78.0085,36.4996,"2017-03-17","13:25:28","2017-04-07","12:55:49",21
"Warren County","Weingarten_G_Warren2","","d23387",-78.243,35.5011,"2017-04-08","16:08:22","2017-04-30","10:40:18",22
"Warren County","Weingarten_G_Warren3","","d23633",-78.0127,36.50201,"2017-04-30","11:05:34","2017-05-20","09:09:59",20
"Warren County","Weingarten_G_Warren4","","d26170",-78.014,36.501,"2017-06-18","10:18:58","2017-07-10","06:40:39",22
"Watauga County","ASU_ESA_2","","d33629",-81.6923,36.21351,"2017-09-18","16:46:08","2017-10-01","21:06:54",13
"Watauga County","ASU_ESA_4","Watauga County:Large Forest","d33626",-81.69153,36.21165,"2017-09-18","16:25:26","2017-10-09","14:27:23",21
"Watauga County","ASU_ESA_5","Watauga County:Large Forest","d33628",-81.69029,36.21133,"2017-09-18","18:14:52","2017-10-09","14:19:55",21
"Watauga County","Baird_A_Watauga1","","d22374",-81.62903,36.28797,"2017-03-05","17:16:11","2017-03-26","11:32:26",21
"Watauga County","Baird_A_Watauga2","","d22939",-81.62735,36.28747,"2017-04-04","19:20:36","2017-04-25","19:24:59",21
"Watauga County","Baird_A_Watauga3","","d23339",-81.63188,36.28904,"2017-05-14","19:23:58","2017-06-04","18:02:20",21
"Watauga County","ElkKnobSP_Forest_38","Watauga County:Large Forest","d33807",-81.68356,36.33648,"2017-10-28","11:21:26","2017-11-18","11:04:43",21
"Watauga County","ElkKnobSP_Forest_41","","d33809",-81.68279,36.33444,"2017-10-28","11:43:26","2017-11-14","04:55:33",17
"Watauga County","ElkKnobSP_Forest_47","","d23297",-81.6903,36.3345,"2017-05-04","12:16:45","2017-05-18","13:59:35",14
"Watauga County","ElkKnobSP_Forest_48","","d23014",-81.69226,36.33263,"2017-04-13","15:50:12","2017-05-04","11:44:18",21
"Watauga County","ElkKnobSP_Forest_49","","d33812",-81.69167,36.32972,"2017-10-28","12:07:59","2017-11-18","15:51:24",21
"Watauga County","ElkKnobSP_Forest_50","","d33813",-81.69056,36.32856,"2017-10-28","12:21:41","2017-11-18","15:39:10",21
"Watauga County","ElkKnobSP_Forest_57","","d33815",-81.68518,36.33812,"2017-10-28","13:31:55","2017-11-18","10:49:38",21
"Watauga County","ElkKnobSP_Open_11","","d23376",-81.69826,36.34346,"2017-07-01","11:52:22","2017-07-22","12:12:06",21
"Watauga County","ElkKnobSP_Open_20","","d22523",-81.6959,36.333,"2017-03-26","09:45:32","2017-04-16","10:17:49",21
"Watauga County","ElkKnobSP_Open_21","","d22743",-81.69913,36.33551,"2017-04-16","11:40:48","2017-05-07","12:40:27",21
"Watauga County","ElkKnobSP_Trail_1","Watauga County:Large Forest","d33840",-81.67575,36.34643,"2017-11-29","08:33:45","2017-12-19","09:39:51",20
"Watauga County","ElkKnobSP_Trail_11","","d23374",-81.68845,36.33019,"2017-06-09","11:42:57","2017-07-01","10:54:56",22
"Watauga County","ElkKnobSP_Trail_12","","d33842",-81.6739,36.3408,"2017-10-28","15:07:54","2017-11-18","15:12:54",21
"Watauga County","ElkKnobSP_Trail_13","","d33843",-81.68255,36.32921,"2017-10-28","12:23:24","2017-11-18","14:41:58",21
"Watauga County","ElkKnobSP_Trail_3","","d33847",-81.67949,36.33891,"2017-10-29","08:36:41","2017-11-18","09:31:24",20
"Watauga County","ElkKnobSP_Trail_4","","d33848",-81.6739,36.3408,"2017-10-29","10:18:46","2017-11-18","10:11:28",20
"Watauga County","ElkKnobSP_Trail_5","","d33849",-81.68498,36.32815,"2017-10-29","10:40:43","2017-11-18","10:32:06",20
"Watauga County","ElkKnobSP_Trail_7","","d33851",-81.68362,36.33864,"2017-10-28","10:07:22","2017-11-18","09:45:14",21
"Watauga County","ElkKnobSP_Trail_8","Watauga County:Large Forest","d33852",-81.68601,36.33663,"2012-01-01","02:11:59","2017-11-18","11:27:12",2148
"Watauga County","ElkKnobSP_Trail_9","","d23375",-81.68566,36.33365,"2017-05-14","14:51:27","2017-06-04","08:22:30",21
"Watauga County","ElkKnobSP_forest_46_redo","","d35812",-81.68556,36.33052,"2017-10-28","14:21:20","2017-11-09","05:45:12",12
"Watauga County","ElkKnobSP_trail_10_redo","","d35811",-81.68873,36.3326,"2017-10-28","11:53:50","2017-11-18","11:58:17",21
"Watauga County","Hand_A_Watauga1","","d23026",-81.6342,36.1528,"2017-04-09","17:36:51","2017-04-30","10:55:34",21
"Watauga County","Kitchen_B_Watauga1","","d22770",-81.8242,36.2289,"2017-03-06","13:50:30","2017-03-26","06:45:50",20
"Watauga County","Minor_S_Watauga1","","d27763",-81.58595,36.28972,"2017-07-06","19:59:45","2017-07-28","10:40:43",22
"Watauga County","Minor_S_Watauga2","","d27764",-81.59026,36.29806,"2017-07-07","12:49:55","2017-07-28","11:18:25",21
"Watauga County","Minor_S_Watauga3","","d27830",-81.58337,36.28641,"2017-07-08","13:00:39","2017-07-29","10:11:32",21
"Watauga County","Minor_S_Watauga4","","d27831",-81.58093,36.28489,"2017-07-08","13:23:53","2017-07-29","09:58:05",21
"Watauga County","Patton_J_Watauga1","","d22253",-81.60845,36.16781,"2017-03-01","11:10:27","2017-03-22","10:10:12",21
"Watauga County","Robbins_B_Watauga1","","d27765",-81.58764,36.29143,"2017-07-06","18:03:18","2017-07-28","10:47:03",22
"Watauga County","Robbins_B_Watauga3","","d27767",-81.58555,36.28772,"2017-07-06","19:39:20","2017-07-28","10:31:15",22
"Watauga County","Thao_S_Watauga1","","d27827",-81.59119,36.29516,"2017-07-07","12:10:58","2017-07-28","11:04:33",21
"Watauga County","Thao_S_Watauga2","","d27828",-81.5939,36.29533,"2017-07-07","13:28:35","2017-07-28","11:35:12",21
"Watauga County","Winn_B_Watauga1","","d22938",-81.79118,36.1583,"2017-03-09","10:49:20","2017-03-30","10:10:18",21
"Watauga County","Wright_P_Watauga1","","d22503",-81.8417,36.32803,"2017-03-01","13:46:14","2017-03-22","11:58:26",21
"Watauga County","Wright_P_Watauga2","","d22767",-81.84387,36.32863,"2017-03-24","14:42:50","2017-04-13","12:22:32",20
"Watauga County","Wright_P_Watauga3","","d23098",-81.84552,36.3278,"2017-04-16","15:03:31","2017-05-07","13:36:09",21
"Watauga County","Younginer_C_Watauga1","","d33310",-81.69035,36.21399,"2017-09-18","17:09:15","2017-10-09","13:57:31",21
"Wilkes County","Derick_J_Wilkes1","","d26056",-81.0414,36.1452,"2017-05-15","14:40:10","2017-06-08","10:32:40",24
"Wilkes County","Derick_J_Wilkes2","","d26316",-81.0434,36.1421,"2017-06-08","11:39:49","2017-06-29","10:11:52",21
"Wilkes County","Derick_J_Wilkes3","","d27723",-81.042,36.1425,"2017-06-29","11:15:23","2017-07-24","14:26:48",25
"Wilkes County","Keener_C_Wilkes1","","d23543",-81.09589,36.10022,"2017-05-15","12:09:54","2017-06-04","04:08:35",20
"Wilkes County","McGrady_R_Wilkes1","","d22892",-81.1594,36.22195,"2017-03-27","15:00:46","2017-04-10","15:28:41",14
"Wilkes County","McGrady_R_Wilkes2","","d23077",-81.15555,36.22255,"2017-04-18","14:49:14","2017-05-06","14:51:10",18
"Wilkes County","McGrady_R_Wilkes3","","d23342",-81.15611,36.21991,"2017-05-08","09:08:19","2017-05-29","09:22:25",21
"Wilkes County","McGrady_R_Wilkes4","","d24780",-81.15396,36.22026,"2017-06-01","15:16:14","2017-06-22","12:29:23",21
"Wilkes County","Whitesides_G_Wilkes2","","d23272",-81.39886,36.28605,"2017-04-09","15:28:23","2017-04-30","14:29:11",21
"Wilkes County","Witherspoon_L_Wilkes1","","d22571",-80.95725,36.13214,"2017-03-05","15:23:33","2017-03-26","08:26:02",21
"Wilson County","Pooni_J_Wilson1","","d22578",-77.7526,35.70586,"2017-03-06","18:01:00","2017-03-27","12:58:16",21
"Yadkin County","Richardson_B_Yadkin1","","d22934",-80.61621,36.25946,"2017-04-01","09:16:23","2017-04-15","11:22:31",14
"Yancey County","Watson_M_Yancey1","","d21883",-82.30955,35.82227,"2016-12-01","12:10:23","2016-12-22","08:45:59",21
"Yancey County","Watson_M_Yancey2","","d22006",-82.30811,35.82211,"2016-12-24","13:02:43","2017-01-15","11:41:42",22
"Yancey County","Watson_M_Yancey3","","d22143",-82.30753,35.82143,"2017-01-18","16:00:19","2017-02-08","15:54:38",21
"Yancey County","Watson_M_Yancey4","","d22370",-82.30696,35.82249,"2017-04-14","13:00:24","2017-05-05","15:46:04",21
"Yancey County","Watson_M_Yancey5","","d24778",-82.30731,35.83219,"2017-05-11","16:43:46","2017-06-02","13:44:10",22
"Yancey County","Watson_M_Yancey6","","d26050",-82.30925,35.8207,"2017-06-04","13:15:18","2017-06-25","15:05:03",21
"Yancey County","Watson_M_Yancey7","","d26311",-82.30793,35.82034,"2017-06-27","09:54:07","2017-07-22","11:33:01",25
"Yancey County","Watson_M_Yancey8","","d27733",-82.30793,35.82034,"2017-07-24","13:22:56","2017-08-14","13:07:54",21
"Yancey County","Watson_M_Yancy9","","d31858",-82.31067,35.82213,"2017-09-03","15:04:20","2017-09-24","15:59:25",21
"Yancey County","Woodard_A_Yancey1","","d22935",-82.15564,35.92158,"2017-04-03","19:29:20","2017-04-24","19:35:45",21
